的	71928259
是	24521121
一	20352666
以	17104647
和	17103620
可	16867991
不	16456945
有	16170051
在	14182426
能	13544711
您	13294494
我	12906195
个	12106634
这	12075864
要	11770016
了	11636217
你	10780565
人	10014685
如	9669227
用	9334553
为	8841025
中	7848793
好	7817626
到	7744115
时	7683853
或	7556355
会	7351553
来	7288210
果	6942934
上	6814616
多	6543231
么	6365474
些	6277456
更	6256184
大	6204909
需	6182094
下	6152471
方	6030009
行	6000356
问	5994193
他	5976230
生	5968542
对	5930051
过	5523530
学	5484450
也	5465399
们	5395912
于	5387078
题	5378136
地	5359358
法	5326068
因	5224557
自	5083003
就	4926566
等	4917656
出	4851060
提	4831527
定	4748835
并	4676041
作	4664258
解	4660138
理	4595595
后	4538827
信	4519143
体	4467732
很	4339640
同	4323999
其	4303639
机	4259413
常	4192283
关	4166929
所	4159266
种	4094687
进	4092457
通	4074221
成	4036215
都	4019018
而	3972403
建	3971312
发	3970051
情	3961237
说	3919434
面	3918459
分	3802253
业	3774367
使	3757061
还	3754739
保	3752264
但	3739001
家	3736022
确	3714466
动	3677177
最	3648782
高	3566838
力	3537419
得	3535730
子	3526942
看	3519547
现	3510196
者	3491110
性	3463319
助	3454976
电	3437498
国	3425601
没	3408551
然	3393196
意	3318619
经	3307305
之	3288356
应	3273869
文	3264880
合	3261972
实	3244545
选	3225047
帮	3220426
息	3188116
重	3182294
议	3176793
相	3165035
供	3120600
间	3108992
什	3100983
手	3091909
当	3021848
程	3017462
工	3013113
数	3003768
感	2948973
品	2944108
己	2938158
比	2929412
开	2921739
年	2914266
度	2899589
本	2892731
具	2890327
系	2888081
加	2866213
无	2850938
小	2823376
前	2818782
点	2802869
此	2752460
据	2724324
考	2719349
那	2711704
量	2703676
件	2667657
物	2648944
想	2642969
公	2631319
新	2580165
外	2505254
请	2500159
样	2477998
设	2469632
况	2453282
心	2425180
化	2411326
求	2410755
车	2346145
试	2322736
择	2311765
全	2311745
式	2305844
与	2305584
回	2292972
道	2284197
内	2269856
部	2261106
里	2247356
将	2244423
去	2242039
入	2239119
产	2224824
知	2212858
安	2205327
接	2187932
网	2187584
天	2182471
它	2179346
事	2177424
水	2158478
正	2150677
表	2138124
制	2132054
适	2128015
做	2111904
起	2091760
何	2088478
医	2086347
务	2082855
该	2079441
计	2063403
决	2057261
语	2054666
持	2052281
主	2024086
身	1966310
只	1943007
游	1941923
被	1934015
注	1910161
型	1903436
明	1902203
从	1899479
查	1891443
取	1890513
非	1887931
着	1878065
专	1870177
导	1861217
怎	1840954
长	1831401
交	1817416
器	1809631
让	1807841
